nom,adresse_complete,type,prix,prix_min_eur,prix_max_eur,prix_moyen_eur,budget_meteo,note_google,avis_google,description_courte,statut,saisonnier,acces,lat,lng,inclure_app,niveau_fiabilite,doublon_nom_potentiel,doublon_rang,avec_solo,avec_duo,avec_potos,avec_pro,pour_tranquillo,pour_allocco,pour_resto,pour_gastro,pour_incognito,pour_apero,pour_eau,pour_nocturne,pour_disco,pour_guinguette,pour_terrasse_hiver,pour_street_food,meteo_pluie,meteo_nuageux,meteo_grand_soleil,source_base,date_traitement_gpt,verification_gpt,notes_gpt,image_url_originale,nom_original,rating_original,reviews_original,prix_original,type_original,raw_WkIe8 src,raw_fontHeadlineSmall,raw_MW4etd,raw_UY7F9,raw_IIrLbb,raw_IIrLbb 2,raw_ZiUbcb
Louie Louie,,Pizza,20–30 €,20,30,25.0,nuageux,4.5,1489,"Pizza, note 4.5/5, 1489 avis, prix 20–30 €",ouvert_probable,non renseigne,public,,,1,haute,0,,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,export Google Maps fourni par utilisateur,2026-06-14,semi-auto: prix/note/statut depuis export Google; verification web live conseillee avant publication prod,adresse_absente_a_geocoder ; presence note/prix/type dans export Google; verifier live avant publication,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEw_dAbUA-hsPXcCQwgx1DhbXcJ81aWhNVprab8mKmZWl-B8HjKkCeQul-0pR-g43_OPOjdWYqrouvnxUq4EdYfeRAJMDhl9MJ_zIiH1Hp-PA-YCGwHJPESx0BNAf7Oq9znPVk=w122-h92-k-no,Louie Louie,"4,5",(1 489),20–30 €,Pizza,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEw_dAbUA-hsPXcCQwgx1DhbXcJ81aWhNVprab8mKmZWl-B8HjKkCeQul-0pR-g43_OPOjdWYqrouvnxUq4EdYfeRAJMDhl9MJ_zIiH1Hp-PA-YCGwHJPESx0BNAf7Oq9znPVk=w122-h92-k-no,Louie Louie,"4,5",(1 489),20–30 €,Pizza,·
Passager,,Café,10–20 €,10,20,15.0,pluie,3.9,976,"Café, note 3.9/5, 976 avis, prix 10–20 €",ouvert_probable,non renseigne,public,,,1,haute,0,,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,export Google Maps fourni par utilisateur,2026-06-14,semi-auto: prix/note/statut depuis export Google; verification web live conseillee avant publication prod,adresse_absente_a_geocoder ; presence note/prix/type dans export Google; verifier live avant publication,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEPmSdYYnWUJTVP0D31Gt0C2NtbDnOUla2T2xoRnsBJiSWEp00pU3hDhom76MQpSsQFNb2tWXpBcfnizRKdhbE0qpQvfXsR2jyw0JxbsqPOa9uG5UqG59nKMhfV3gc-IhH-zrA=w80-h106-k-no,Passager,"3,9",(976),10–20 €,Café,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEPmSdYYnWUJTVP0D31Gt0C2NtbDnOUla2T2xoRnsBJiSWEp00pU3hDhom76MQpSsQFNb2tWXpBcfnizRKdhbE0qpQvfXsR2jyw0JxbsqPOa9uG5UqG59nKMhfV3gc-IhH-zrA=w80-h106-k-no,Passager,"3,9",(976),10–20 €,Café,·
한우 Hanwoo Haussmann - Korean Barbecue,,Coréenne,20–40 €,20,40,30.0,nuageux,4.6,2692,"Coréenne, note 4.6/5, 2692 avis, prix 20–40 €",ouvert_probable,non renseigne,public,,,1,haute,0,,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,export Google Maps fourni par utilisateur,2026-06-14,semi-auto: prix/note/statut depuis export Google; verification web live conseillee avant publication prod,adresse_absente_a_geocoder ; presence note/prix/type dans export Google; verifier live avant publication,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEptCdShGjoSRQmg1aJB0gxgDs7IH0mKY5xMx3uUcPaaxgw8psDsjdQR9SQgMCUhfYpISlyDCaGDLOxY7GKARLtTDqYr08ysZ2RcZuo_XcdaFEVYLz6EdaT7UIEB92e6HajC4kPMw=w80-h142-k-no,한우 Hanwoo Haussmann - Korean Barbecue,"4,6",(2 692),20–40 €,Coréenne,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEptCdShGjoSRQmg1aJB0gxgDs7IH0mKY5xMx3uUcPaaxgw8psDsjdQR9SQgMCUhfYpISlyDCaGDLOxY7GKARLtTDqYr08ysZ2RcZuo_XcdaFEVYLz6EdaT7UIEB92e6HajC4kPMw=w80-h142-k-no,한우 Hanwoo Haussmann - Korean Barbecue,"4,6",(2 692),20–40 €,Coréenne,·
Mabrouk,,Tunisienne,20–30 €,20,30,25.0,nuageux,4.0,1314,"Tunisienne, note 4.0/5, 1314 avis, prix 20–30 €",ouvert_probable,non renseigne,public,,,1,haute,0,,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,export Google Maps fourni par utilisateur,2026-06-14,semi-auto: prix/note/statut depuis export Google; verification web live conseillee avant publication prod,adresse_absente_a_geocoder ; presence note/prix/type dans export Google; verifier live avant publication,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHLo2GbqhbpG-jEADCS8PtNTRztRURMHm-vpP7lyPCORJPSU4Z5hksGbtoPQ00xrWUvoVhSppdkQKJaICaXI4qy7MtDvvPjJeOVjGV-ULApecQsDtRSsMQH49N9YhDEy5-r1WjjGQ=w137-h92-k-no,Mabrouk,"4,0",(1 314),20–30 €,Tunisienne,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHLo2GbqhbpG-jEADCS8PtNTRztRURMHm-vpP7lyPCORJPSU4Z5hksGbtoPQ00xrWUvoVhSppdkQKJaICaXI4qy7MtDvvPjJeOVjGV-ULApecQsDtRSsMQH49N9YhDEy5-r1WjjGQ=w137-h92-k-no,Mabrouk,"4,0",(1 314),20–30 €,Tunisienne,·
Vins des Pyrénées,,Française,30–80 €,30,80,55.0,grand soleil,4.5,2224,"Française, note 4.5/5, 2224 avis, prix 30–80 €",ouvert_probable,non renseigne,sur reservation conseillee,,,1,haute,0,,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,export Google Maps fourni par utilisateur,2026-06-14,semi-auto: prix/note/statut depuis export Google; verification web live conseillee avant publication prod,adresse_absente_a_geocoder ; presence note/prix/type dans export Google; verifier live avant publication,https://lh3.googleusercontent.com/gps-cs-s/APNQkAG-FdmFw662Jb-PdoNouIImAy3_7mDml7zn3l4jQoZq5n-2Www8kCoIBxExK5FJugHjrp0bClFRtqWwh5m7_mVitXtu5PBUNbTnLFrlXwfeNO-KrcqSYP1VeATWym1zmNYRHzw=w163-h92-k-no,Vins des Pyrénées,"4,5",(2 224),30–80 €,Française,https://lh3.googleusercontent.com/gps-cs-s/APNQkAG-FdmFw662Jb-PdoNouIImAy3_7mDml7zn3l4jQoZq5n-2Www8kCoIBxExK5FJugHjrp0bClFRtqWwh5m7_mVitXtu5PBUNbTnLFrlXwfeNO-KrcqSYP1VeATWym1zmNYRHzw=w163-h92-k-no,Vins des Pyrénées,"4,5",(2 224),30–80 €,Française,·
Pizzeria Popolare,,Pizza,20–30 €,20,30,25.0,nuageux,4.7,43850,"Pizza, note 4.7/5, 43850 avis, prix 20–30 €",ouvert_probable,non renseigne,public,,,1,haute,0,,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,export Google Maps fourni par utilisateur,2026-06-14,semi-auto: prix/note/statut depuis export Google; verification web live conseillee avant publication prod,adresse_absente_a_geocoder ; presence note/prix/type dans export Google; verifier live avant publication,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHz5vGU-ggnV52E5nv9s8nnA_kzBe3JfP1WqggSwKeynVRv3zM7za2N9af_tgnZCpv7k2k58i8mBo50I22FPcig1o8b1DvFeE3KjimkU7kieQQr5-LHA7YSb3fJz3lNcZ9wd6WSBg=w138-h92-k-no,Pizzeria Popolare,"4,7",(43 850),20–30 €,Pizza,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHz5vGU-ggnV52E5nv9s8nnA_kzBe3JfP1WqggSwKeynVRv3zM7za2N9af_tgnZCpv7k2k58i8mBo50I22FPcig1o8b1DvFeE3KjimkU7kieQQr5-LHA7YSb3fJz3lNcZ9wd6WSBg=w138-h92-k-no,Pizzeria Popolare,"4,7",(43 850),20–30 €,Pizza,·
Navigli - Restaurant Italien,,Italienne,20–30 €,20,30,25.0,nuageux,4.1,3627,"Italienne, note 4.1/5, 3627 avis, prix 20–30 €",ouvert_probable,non renseigne,public,,,1,haute,0,,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,export Google Maps fourni par utilisateur,2026-06-14,semi-auto: prix/note/statut depuis export Google; verification web live conseillee avant publication prod,adresse_absente_a_geocoder ; presence note/prix/type dans export Google; verifier live avant publication,https://lh3.googleusercontent.com/gps-cs-s/APNQkAF0y32bk3adIExna3P4mN4no-0LgtKkSjsSDN1ew7apEnxhWLNOx7EfLcc6GKgz_1uURViWjD5-P89hVwppVBddcVmZff3Lgn4Yy9AzpnEux-8x95NkvSZ3jzKm-aiMmvHkxSbJ=w184-h92-k-no,Navigli - Restaurant Italien,"4,1",(3 627),20–30 €,Italienne,https://lh3.googleusercontent.com/gps-cs-s/APNQkAF0y32bk3adIExna3P4mN4no-0LgtKkSjsSDN1ew7apEnxhWLNOx7EfLcc6GKgz_1uURViWjD5-P89hVwppVBddcVmZff3Lgn4Yy9AzpnEux-8x95NkvSZ3jzKm-aiMmvHkxSbJ=w184-h92-k-no,Navigli - Restaurant Italien,"4,1",(3 627),20–30 €,Italienne,·
Ciore,,Italienne,20–30 €,20,30,25.0,nuageux,4.6,431,"Italienne, note 4.6/5, 431 avis, prix 20–30 €",ouvert_probable,non renseigne,public,,,1,moyenne,0,,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,export Google Maps fourni par utilisateur,2026-06-14,semi-auto: prix/note/statut depuis export Google; verification web live conseillee avant publication prod,adresse_absente_a_geocoder ; presence note/prix/type dans export Google; verifier live avant publication,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFyWxid815I2FyU8y3BQ7WchFCYrmHyAs4V_OTtQgW77HX6MX29AdqSdgZj2crQffywkTDdy6N2ccyjT-w_ExzFb1L5C3Rn4nZP0Uyg0iYq0tMKYLH3W59Of8PfBJPOp5L4TOmw=w122-h92-k-no,Ciore,"4,6",(431),20–30 €,Italienne,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFyWxid815I2FyU8y3BQ7WchFCYrmHyAs4V_OTtQgW77HX6MX29AdqSdgZj2crQffywkTDdy6N2ccyjT-w_ExzFb1L5C3Rn4nZP0Uyg0iYq0tMKYLH3W59Of8PfBJPOp5L4TOmw=w122-h92-k-no,Ciore,"4,6",(431),20–30 €,Italienne,·
Chez Marianne,,Méditerranéenne,20–30 €,20,30,25.0,nuageux,4.1,5332,"Méditerranéenne, note 4.1/5, 5332 avis, prix 20–30 €",ouvert_probable,non renseigne,public,,,1,haute,0,,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,export Google Maps fourni par utilisateur,2026-06-14,semi-auto: prix/note/statut depuis export Google; verification web live conseillee avant publication prod,adresse_absente_a_geocoder ; presence note/prix/type dans export Google; verifier live avant publication,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEqmIaipeQwW_ZoQADZOjLgeFBmncbTTkFdka_tznTGc0iq9IVgcLJ9g6IZKkApymYaifMCK2tO83WcoHu-n4LYTQQsCgBY7iF_-GPts5AC-HNMpymn4rp_hmBeYRci_qviHeIM=w80-h100-k-no,Chez Marianne,"4,1",(5 332),20–30 €,Méditerranéenne,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEqmIaipeQwW_ZoQADZOjLgeFBmncbTTkFdka_tznTGc0iq9IVgcLJ9g6IZKkApymYaifMCK2tO83WcoHu-n4LYTQQsCgBY7iF_-GPts5AC-HNMpymn4rp_hmBeYRci_qviHeIM=w80-h100-k-no,Chez Marianne,"4,1",(5 332),20–30 €,Méditerranéenne,·
Napoli Caffè,,Café,1–10 €,1,10,5.5,pluie,4.7,384,"Café, note 4.7/5, 384 avis, prix 1–10 €",ouvert_probable,non renseigne,public,,,1,moyenne,0,,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,export Google Maps fourni par utilisateur,2026-06-14,semi-auto: prix/note/statut depuis export Google; verification web live conseillee avant publication prod,adresse_absente_a_geocoder ; presence note/prix/type dans export Google; verifier live avant publication,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEbYaPtTmG-wvVmEOEu5-CGmZPUSsPrCfPYGSIuN5wT5Yw_vX-nbytCo-dTVJP9oSDuGkIgHzIDXwKIPbtuqfd4CnBbtZW_YMKyknljQmAS7R6Y7YTmQ80ddzRZ5ixGnnLdkdor31maicWl=w83-h92-k-no,Napoli Caffè,"4,7",(384),1–10 €,Café,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEbYaPtTmG-wvVmEOEu5-CGmZPUSsPrCfPYGSIuN5wT5Yw_vX-nbytCo-dTVJP9oSDuGkIgHzIDXwKIPbtuqfd4CnBbtZW_YMKyknljQmAS7R6Y7YTmQ80ddzRZ5ixGnnLdkdor31maicWl=w83-h92-k-no,Napoli Caffè,"4,7",(384),1–10 €,Café,·
I LAZZARI,,,,,,,inconnu,4.5,862,"note 4.5/5, 862 avis",ouvert_probable,non renseigne,public,,,1,moyenne,0,,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,export Google Maps fourni par utilisateur,2026-06-14,semi-auto: prix/note/statut depuis export Google; verification web live conseillee avant publication prod,prix_moyen_absent_dans_export ; adresse_absente_a_geocoder ; presence note/prix/type dans export Google; verifier live avant publication,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHb0yWgjw4n7pcShPwEtpkjBkxLgNgfu3UyM88YCo1u4lZpYnTjXDzlZcz-sZLGr7yIDINfVCUCdgJ7shvYDTakPDr6SRr52rpn6cYsmdH-DzjbxLtjcGpikXDwasKtlBoRdQU=w163-h92-k-no,I LAZZARI,"4,5",(862),,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHb0yWgjw4n7pcShPwEtpkjBkxLgNgfu3UyM88YCo1u4lZpYnTjXDzlZcz-sZLGr7yIDINfVCUCdgJ7shvYDTakPDr6SRr52rpn6cYsmdH-DzjbxLtjcGpikXDwasKtlBoRdQU=w163-h92-k-no,I LAZZARI,"4,5",(862),,,
Café des Deux Moulins,,Brasserie,10–30 €,10,30,20.0,pluie,4.0,8260,"Brasserie, note 4.0/5, 8260 avis, prix 10–30 €",ouvert_probable,non renseigne,public,,,1,haute,0,,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,export Google Maps fourni par utilisateur,2026-06-14,semi-auto: prix/note/statut depuis export Google; verification web live conseillee avant publication prod,adresse_absente_a_geocoder ; presence note/prix/type dans export Google; verifier live avant publication,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHGw3U5nGdvkRyGP-qcxi5L3ZRJ-KczcdO9J4CiG5N9b1gNzV2mdUZrp0V6IfUiRXEGOScENcY9ked6sjCOtQ45v_uFjP4eNnOhCvg78Iwj8uV4fV0d-l3ZmqZ4dzKznNCX6Z_RNA=w80-h119-k-no,Café des Deux Moulins,"4,0",(8 260),10–30 €,Brasserie,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHGw3U5nGdvkRyGP-qcxi5L3ZRJ-KczcdO9J4CiG5N9b1gNzV2mdUZrp0V6IfUiRXEGOScENcY9ked6sjCOtQ45v_uFjP4eNnOhCvg78Iwj8uV4fV0d-l3ZmqZ4dzKznNCX6Z_RNA=w80-h119-k-no,Café des Deux Moulins,"4,0",(8 260),10–30 €,Brasserie,·
Le Coq & Fils - the Poultry House,,Poulet,40–90 €,40,90,65.0,grand soleil,4.6,2231,"Poulet, note 4.6/5, 2231 avis, prix 40–90 €",ouvert_probable,non renseigne,sur reservation conseillee,,,1,haute,0,,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,export Google Maps fourni par utilisateur,2026-06-14,semi-auto: prix/note/statut depuis export Google; verification web live conseillee avant publication prod,adresse_absente_a_geocoder ; presence note/prix/type dans export Google; verifier live avant publication,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGCRp1RCQ4pZ9NLYbATZWPPLlHKXnJ-IJoCoTQJm_NI9qnZPY2uI5FsRR8ew1QDQCqR6zlvlXvbFteo6Q6D5VTXAQuBkM2wlWLXS_fproB8P3kaTEh4ti18BunFnxkYUikOOBFY=w137-h92-k-no,Le Coq & Fils - the Poultry House,"4,6",(2 231),40–90 €,Poulet,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGCRp1RCQ4pZ9NLYbATZWPPLlHKXnJ-IJoCoTQJm_NI9qnZPY2uI5FsRR8ew1QDQCqR6zlvlXvbFteo6Q6D5VTXAQuBkM2wlWLXS_fproB8P3kaTEh4ti18BunFnxkYUikOOBFY=w137-h92-k-no,Le Coq & Fils - the Poultry House,"4,6",(2 231),40–90 €,Poulet,·
Delhi Bazaar,,Indienne,20–30 €,20,30,25.0,nuageux,4.8,6722,"Indienne, note 4.8/5, 6722 avis, prix 20–30 €",ouvert_probable,non renseigne,public,,,1,haute,0,,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,export Google Maps fourni par utilisateur,2026-06-14,semi-auto: prix/note/statut depuis export Google; verification web live conseillee avant publication prod,adresse_absente_a_geocoder ; presence note/prix/type dans export Google; verifier live avant publication,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGz13w-BWD9B_qvlYt9_ssyEKCH93r6BPzPiEY3z-f5vq_IUO7SWJsndcHEgZYOjtK29lr0t6fSZvXpzAZACduTbXZbVBU7Wfrfd-Y-wrIdF90dzqJ3kiTbJ0DFY7bVK1S1LMD4kg=w80-h100-k-no,Delhi Bazaar,"4,8",(6 722),20–30 €,Indienne,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGz13w-BWD9B_qvlYt9_ssyEKCH93r6BPzPiEY3z-f5vq_IUO7SWJsndcHEgZYOjtK29lr0t6fSZvXpzAZACduTbXZbVBU7Wfrfd-Y-wrIdF90dzqJ3kiTbJ0DFY7bVK1S1LMD4kg=w80-h100-k-no,Delhi Bazaar,"4,8",(6 722),20–30 €,Indienne,·
Enni Udon,,Japonaise,20–30 €,20,30,25.0,nuageux,4.6,974,"Japonaise, note 4.6/5, 974 avis, prix 20–30 €",ouvert_probable,non renseigne,public,,,1,haute,0,,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,export Google Maps fourni par utilisateur,2026-06-14,semi-auto: prix/note/statut depuis export Google; verification web live conseillee avant publication prod,adresse_absente_a_geocoder ; presence note/prix/type dans export Google; verifier live avant publication,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGIant2msM6jgrk5huOuEhKlIGsGndlDk0uV8qQoPIBFfWnGLXgUpmioMhfNfyt5bR0KCPuGgK-F3HaV7qYby8nAydrovFR7EVH_-CT6TPSq5eTFNKX7Lmg4HjE_0nZrYAJL8rJQ1LC0FFU=w122-h92-k-no,Enni Udon,"4,6",(974),20–30 €,Japonaise,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGIant2msM6jgrk5huOuEhKlIGsGndlDk0uV8qQoPIBFfWnGLXgUpmioMhfNfyt5bR0KCPuGgK-F3HaV7qYby8nAydrovFR7EVH_-CT6TPSq5eTFNKX7Lmg4HjE_0nZrYAJL8rJQ1LC0FFU=w122-h92-k-no,Enni Udon,"4,6",(974),20–30 €,Japonaise,·
KUBRI,,Libanaise,30–60 €,30,60,45.0,nuageux,4.8,1615,"Libanaise, note 4.8/5, 1615 avis, prix 30–60 €",ouvert_probable,non renseigne,public,,,1,haute,0,,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,export Google Maps fourni par utilisateur,2026-06-14,semi-auto: prix/note/statut depuis export Google; verification web live conseillee avant publication prod,adresse_absente_a_geocoder ; presence note/prix/type dans export Google; verifier live avant publication,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHIXasiJGcNsw2solRPjtuWzKr4I24PRccSdnPnaUV3SoTd0sFxlwWgxOJElP_m0dvpjxL_a1zeWOatB5JiYkXiiEYe3pWfS3gKMJva_ZC6XllCl31LIfptigku7yO9gTU6Hkb8=w122-h92-k-no,KUBRI,"4,8",(1 615),30–60 €,Libanaise,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHIXasiJGcNsw2solRPjtuWzKr4I24PRccSdnPnaUV3SoTd0sFxlwWgxOJElP_m0dvpjxL_a1zeWOatB5JiYkXiiEYe3pWfS3gKMJva_ZC6XllCl31LIfptigku7yO9gTU6Hkb8=w122-h92-k-no,KUBRI,"4,8",(1 615),30–60 €,Libanaise,·
L'Artiste,,Française,20–30 €,20,30,25.0,nuageux,4.5,1506,"Française, note 4.5/5, 1506 avis, prix 20–30 €",ouvert_probable,non renseigne,public,,,1,haute,0,,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,export Google Maps fourni par utilisateur,2026-06-14,semi-auto: prix/note/statut depuis export Google; verification web live conseillee avant publication prod,adresse_absente_a_geocoder ; presence note/prix/type dans export Google; verifier live avant publication,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEW0Iur4WmyrxZq4GEB9QHd4OHY-02X1CVeJABGr9Xga7JgrHIgUjS0hqY5ngRJWtG9-O9LEW2KFvILYxT27HddOVCrJe5HJuhQQ9abtoS9JTzhkWl4oGxqK8GzTbbIi5v4jg4xbQ=w163-h92-k-no,L'Artiste,"4,5",(1 506),20–30 €,Française,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEW0Iur4WmyrxZq4GEB9QHd4OHY-02X1CVeJABGr9Xga7JgrHIgUjS0hqY5ngRJWtG9-O9LEW2KFvILYxT27HddOVCrJe5HJuhQQ9abtoS9JTzhkWl4oGxqK8GzTbbIi5v4jg4xbQ=w163-h92-k-no,L'Artiste,"4,5",(1 506),20–30 €,Française,·
La Taverne de Montmartre,,Française,30–40 €,30,40,35.0,nuageux,4.6,2502,"Française, note 4.6/5, 2502 avis, prix 30–40 €",ouvert_probable,non renseigne,public,,,1,haute,0,,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,export Google Maps fourni par utilisateur,2026-06-14,semi-auto: prix/note/statut depuis export Google; verification web live conseillee avant publication prod,adresse_absente_a_geocoder ; presence note/prix/type dans export Google; verifier live avant publication,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEIokg9z7bzdpM1rxIoDJ6lu37sawZ1pdyHJoLco30_5YQUy6mTORNaJc2SA4uralZ0QhnqxcjqsmPV-fM8JLbqzagK_88PjmILmvJVOEXRHG6jYhvNKPIN94hJVFNVNcVH_9dVJmqqaxoM=w122-h92-k-no,La Taverne de Montmartre,"4,6",(2 502),30–40 €,Française,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEIokg9z7bzdpM1rxIoDJ6lu37sawZ1pdyHJoLco30_5YQUy6mTORNaJc2SA4uralZ0QhnqxcjqsmPV-fM8JLbqzagK_88PjmILmvJVOEXRHG6jYhvNKPIN94hJVFNVNcVH_9dVJmqqaxoM=w122-h92-k-no,La Taverne de Montmartre,"4,6",(2 502),30–40 €,Française,·
Jugaad - Restaurant Indien Paris 2,,Indienne,30–70 €,30,70,50.0,nuageux,4.4,1578,"Indienne, note 4.4/5, 1578 avis, prix 30–70 €",ouvert_probable,non renseigne,sur reservation conseillee,,,1,haute,0,,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,export Google Maps fourni par utilisateur,2026-06-14,semi-auto: prix/note/statut depuis export Google; verification web live conseillee avant publication prod,adresse_absente_a_geocoder ; presence note/prix/type dans export Google; verifier live avant publication,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGem3EYwSqwvlJVXgyNzylAMdHdmQhcshkZHFMwx9KqTdYXRlNSnBwwqvILzCcJTuJu1aOFqhfnUPmcmZ47o-NkSQtmXtbCDYpfGMgZTnd9RL-OoWwdByE0iS--Pi8pLeQ2eytIKZFNS9ks=w163-h92-k-no,Jugaad - Restaurant Indien Paris 2,"4,4",(1 578),30–70 €,Indienne,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGem3EYwSqwvlJVXgyNzylAMdHdmQhcshkZHFMwx9KqTdYXRlNSnBwwqvILzCcJTuJu1aOFqhfnUPmcmZ47o-NkSQtmXtbCDYpfGMgZTnd9RL-OoWwdByE0iS--Pi8pLeQ2eytIKZFNS9ks=w163-h92-k-no,Jugaad - Restaurant Indien Paris 2,"4,4",(1 578),30–70 €,Indienne,·
Piadineria 14.07,,Italienne,10–20 €,10,20,15.0,pluie,4.7,297,"Italienne, note 4.7/5, 297 avis, prix 10–20 €",ouvert_probable,non renseigne,public,,,1,moyenne,0,,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,export Google Maps fourni par utilisateur,2026-06-14,semi-auto: prix/note/statut depuis export Google; verification web live conseillee avant publication prod,adresse_absente_a_geocoder ; presence note/prix/type dans export Google; verifier live avant publication,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHzAT7bKcPt9UGLeijz7h29myIUpBkh2NT93laedsa7xR9h5Nx_7S_JEbri8FjsvJH8nr_D3RBvqadeAFJ0yXDueKfkj6mU291FC21C3-iL8qyEwTXaMxnrLLWbKpApdHUW5u4Hj6XzcQA=w92-h92-k-no,Piadineria 14.07,"4,7",(297),10–20 €,Italienne,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHzAT7bKcPt9UGLeijz7h29myIUpBkh2NT93laedsa7xR9h5Nx_7S_JEbri8FjsvJH8nr_D3RBvqadeAFJ0yXDueKfkj6mU291FC21C3-iL8qyEwTXaMxnrLLWbKpApdHUW5u4Hj6XzcQA=w92-h92-k-no,Piadineria 14.07,"4,7",(297),10–20 €,Italienne,·
La Bonne Franquette,,Française,10–40 €,10,40,25.0,nuageux,4.4,2393,"Française, note 4.4/5, 2393 avis, prix 10–40 €",ouvert_probable,non renseigne,public,,,1,haute,0,,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,export Google Maps fourni par utilisateur,2026-06-14,semi-auto: prix/note/statut depuis export Google; verification web live conseillee avant publication prod,adresse_absente_a_geocoder ; presence note/prix/type dans export Google; verifier live avant publication,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEut3ONbWKSTfDIYGbQV68Tr0zXnb_dsR-BZQnGt9U9e3a_LgPvcKliZQVWCET2XLQb81kDoV9gUdZxv7JdXtuV07kAnM2kRCtOzbLTKvraxQa4pJ0HFESHyWnHAd0FjrEkeWQNqw=w138-h92-k-no,La Bonne Franquette,"4,4",(2 393),10–40 €,Française,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEut3ONbWKSTfDIYGbQV68Tr0zXnb_dsR-BZQnGt9U9e3a_LgPvcKliZQVWCET2XLQb81kDoV9gUdZxv7JdXtuV07kAnM2kRCtOzbLTKvraxQa4pJ0HFESHyWnHAd0FjrEkeWQNqw=w138-h92-k-no,La Bonne Franquette,"4,4",(2 393),10–40 €,Française,·
